220 0.0 11 949.14001465 13.80076181745917 42.29999924 13.80076181745917 39.38000107 13.80076181745917 8.48104382
113 0.0 10 255.80000305 10.660637653278773 77.0 10.660637653278773 59.65000153 10.660637653278773 7.35469294
16 0.0 4 2064.92993164 5 59.04999924 6.629889128590699 39.38000107 6.629889128590699 9.67962742
441 0.0 20 2116.94995117 46 93.25 48.91286092974652 66.93000031 48.91286092974652 7.86400843
338 0.0 9 2224.85009766 9.350226898506063 102.56999969 9.350226898506063 65.12999725 9.350226898506063 6.00405359
154 0.0 13 736.58001709 14.571480027654621 126.22000122 14.571480027654621 39.91999817 14.571480027654621 1.10860837
457 0.0 19 2990.14990234 22 52.45000076 22.86124560556999 39.38000107 22.86124560556999 6.6024437
290 0.0 5 872.08001709 5.840228008177132 119.0 5.840228008177132 62.88000107 5.840228008177132 9.30064774
102 0.0 9.440719697697185 2371.27001953 9.440719697697185 309.75 9.440719697697185 43.09999847 9.440719697697185 9.54246712
324 0.0 15 576.72998047 15.44988131471549 74.02999878 15.44988131471549 28.45000076 15.44988131471549 2.38849211
306 0.0 12 1159.81005859 26 48.91999817 27.3912739316075 39.66999817 27.3912739316075 7.5746727
312 0.0 11 2392.93994141 11.51120999546012 54.38000107 11.51120999546012 38.58000183 11.51120999546012 9.28157997
199 0.0 9 1027.91003418 11.449107506403418 78.52999878 11.449107506403418 47.45000076 11.449107506403418 7.99451828
443 0.0 22 180.0 23.181675399099436 130.25 23.181675399099436 39.38000107 23.181675399099436 1.8769995
2 0.0 7 2465.88989258 9 663.5 10.472188938812915 93.90000153 10.472188938812915 0.95127022
112 0.0 10 2287.67993164 10.66093727344836 114.25 10.66093727344836 89.31999969 10.66093727344836 3.54106331
15 0.0 9 627.89001465 11 628.75 12.889407263279997 39.72000122 12.889407263279997 2.97065854
72 0.0 18 2818.57006836 20.0193605523235 70.37999725 20.0193605523235 52.40000153 20.0193605523235 3.1639421
70 0.0 10 2662.98999023 11.081333108066207 93.19999695 11.081333108066207 43.72000122 11.081333108066207 7.09719896
151 0.0 18 2187.5300293 20.62992773661822 107.47000122 20.62992773661822 44.52999878 20.62992773661822 3.77800083
464 0.0 5 2049.33007813 6 115.43000031 7.449984826375745 54.29999924 7.449984826375745 3.24809122
133 0.0 8 1639.92004395 9.361304924571096 130.27000427 9.361304924571096 83.30000305 9.361304924571096 4.743011
292 0.0 9 1592.61999512 10 57.88000107 10.451626946732826 22.25 10.451626946732826 5.63209486
377 0.0 9 2893.06005859 10 81.65000153 10.161006306059441 35.02999878 10.161006306059441 1.56736267
280 0.0 20 2667.07006836 22.13103556427555 120.56999969 22.13103556427555 47.38000107 22.13103556427555 0.64186919
269 0.0 8 2412.87011719 9.420388631123899 47.70000076 9.420388631123899 37.08000183 9.420388631123899 3.71460557
257 0.0 18 1201.25 23.011077580468402 74.02999878 23.011077580468402 25.97999954 23.011077580468402 0.23970111
107 0.0 2 1516.79003906 2 83.31999969 2 44.22000122 3 7.38239765
167 0.0 14 2740.90991211 17 93.81999969 19.710739856098023 37.20000076 19.710739856098023 4.78306913
