-1 1 3 -1 -1 -1 -1 -1 -1 0.01 158.2 -1 -1 -1 
-1 2 1 -1 -1 -1 -1 -1 -1 0.01 140.2 -1 -1 -1 
-1 3 2 -1 -1 -1 -1 -1 -1 0.01 129.7 -1 -1 -1 
-1 3 35 -1 -1 -1 -1 -1 -1 0.01 185.9 -1 -1 -1 
-1 4 5 -1 -1 -1 -1 -1 -1 0.01 345.0 -1 -1 -1 
-1 4 11 -1 -1 -1 -1 -1 -1 0.01 157.3 -1 -1 -1 
-1 4 14 -1 -1 -1 -1 -1 -1 0.01 169.8 -1 -1 -1 
-1 6 7 -1 -1 -1 -1 -1 -1 0.01 154.9 -1 -1 -1 
-1 6 23 -1 -1 -1 -1 -1 -1 0.01 147.6 -1 -1 -1 
-1 7 9 -1 -1 -1 -1 -1 -1 0.01 168.0 -1 -1 -1 
-1 8 571 -1 -1 -1 -1 -1 -1 0.01 549.3 -1 -1 -1 
-1 10 1 -1 -1 -1 -1 -1 -1 0.01 163.6 -1 -1 -1 
-1 10 11 -1 -1 -1 -1 -1 -1 0.01 175.5 -1 -1 -1 
-1 11 14 -1 -1 -1 -1 -1 -1 0.01 178.6 -1 -1 -1 
-1 12 570 -1 -1 -1 -1 -1 -1 0.01 664.2 -1 -1 -1 
-1 13 8 -1 -1 -1 -1 -1 -1 0.01 488.3 -1 -1 -1 
-1 13 12 -1 -1 -1 -1 -1 -1 0.01 890.3 -1 -1 -1 
-1 13 20 -1 -1 -1 -1 -1 -1 0.01 627.8 -1 -1 -1 
-1 16 15 -1 -1 -1 -1 -1 -1 0.01 145.8 -1 -1 -1 
-1 17 18 -1 -1 -1 -1 -1 -1 0.01 138.0 -1 -1 -1 
-1 18 29 -1 -1 -1 -1 -1 -1 0.01 161.7 -1 -1 -1 
-1 18 30 -1 -1 -1 -1 -1 -1 0.01 146.3 -1 -1 -1 
-1 19 22 -1 -1 -1 -1 -1 -1 0.01 1500.0 -1 -1 -1 
-1 20 19 -1 -1 -1 -1 -1 -1 0.01 749.6 -1 -1 -1 
-1 20 201 -1 -1 -1 -1 -1 -1 0.01 650.8 -1 -1 -1 
-1 22 473 -1 -1 -1 -1 -1 -1 0.01 646.8 -1 -1 -1 
-1 23 26 -1 -1 -1 -1 -1 -1 0.01 149.5 -1 -1 -1 
-1 24 33 -1 -1 -1 -1 -1 -1 0.01 162.9 -1 -1 -1 
-1 24 34 -1 -1 -1 -1 -1 -1 0.01 150.3 -1 -1 -1 
-1 25 34 -1 -1 -1 -1 -1 -1 0.01 154.3 -1 -1 -1 
-1 25 547 -1 -1 -1 -1 -1 -1 0.01 162.8 -1 -1 -1 
-1 26 18 -1 -1 -1 -1 -1 -1 0.01 155.3 -1 -1 -1 
-1 27 15 -1 -1 -1 -1 -1 -1 0.01 185.4 -1 -1 -1 
-1 27 475 -1 -1 -1 -1 -1 -1 0.01 188.0 -1 -1 -1 
-1 28 29 -1 -1 -1 -1 -1 -1 0.01 345.0 -1 -1 -1 
-1 29 21 -1 -1 -1 -1 -1 -1 0.01 167.8 -1 -1 -1 
-1 30 31 -1 -1 -1 -1 -1 -1 0.01 142.1 -1 -1 -1 
-1 31 204 -1 -1 -1 -1 -1 -1 0.01 141.2 -1 -1 -1 
-1 32 15 -1 -1 -1 -1 -1 -1 0.01 208.5 -1 -1 -1 
-1 34 468 -1 -1 -1 -1 -1 -1 0.01 162.0 -1 -1 -1 
-1 36 32 -1 -1 -1 -1 -1 -1 0.01 199.7 -1 -1 -1 
-1 36 35 -1 -1 -1 -1 -1 -1 0.01 191.3 -1 -1 -1 
-1 37 122 -1 -1 -1 -1 -1 -1 0.01 538.7 -1 -1 -1 
-1 39 140 -1 -1 -1 -1 -1 -1 0.01 138.4 -1 -1 -1 
-1 40 41 -1 -1 -1 -1 -1 -1 0.01 345.0 -1 -1 -1 
-1 40 43 -1 -1 -1 -1 -1 -1 0.01 160.5 -1 -1 -1 
-1 42 43 -1 -1 -1 -1 -1 -1 0.01 138.0 -1 -1 -1 
-1 45 40 -1 -1 -1 -1 -1 -1 0.01 166.9 -1 -1 -1 
-1 46 38 -1 -1 -1 -1 -1 -1 0.01 153.0 -1 -1 -1 
-1 46 48 -1 -1 -1 -1 -1 -1 0.01 146.0 -1 -1 -1 
-1 47 37 -1 -1 -1 -1 -1 -1 0.01 485.1 -1 -1 -1 
-1 48 45 -1 -1 -1 -1 -1 -1 0.01 172.8 -1 -1 -1 
-1 48 49 -1 -1 -1 -1 -1 -1 0.01 141.0 -1 -1 -1 
-1 49 50 -1 -1 -1 -1 -1 -1 0.01 138.0 -1 -1 -1 
-1 51 44 -1 -1 -1 -1 -1 -1 0.01 131.1 -1 -1 -1 
-1 51 170 -1 -1 -1 -1 -1 -1 0.01 130.2 -1 -1 -1 
-1 52 53 -1 -1 -1 -1 -1 -1 0.01 345.0 -1 -1 -1 
-1 52 55 -1 -1 -1 -1 -1 -1 0.01 131.9 -1 -1 -1 
-1 52 110 -1 -1 -1 -1 -1 -1 0.01 159.2 -1 -1 -1 
-1 54 55 -1 -1 -1 -1 -1 -1 0.01 142.9 -1 -1 -1 
-1 55 56 -1 -1 -1 -1 -1 -1 0.01 138.0 -1 -1 -1 
-1 57 61 -1 -1 -1 -1 -1 -1 0.01 132.8 -1 -1 -1 
-1 58 57 -1 -1 -1 -1 -1 -1 0.01 130.9 -1 -1 -1 
-1 58 61 -1 -1 -1 -1 -1 -1 0.01 135.6 -1 -1 -1 
-1 59 60 -1 -1 -1 -1 -1 -1 0.01 138.0 -1 -1 -1 
-1 59 85 -1 -1 -1 -1 -1 -1 0.01 159.9 -1 -1 -1 
-1 62 64 -1 -1 -1 -1 -1 -1 0.01 183.2 -1 -1 -1 
-1 62 67 -1 -1 -1 -1 -1 -1 0.01 181.4 -1 -1 -1 
-1 63 65 -1 -1 -1 -1 -1 -1 0.01 623.5 -1 -1 -1 
-1 65 530 -1 -1 -1 -1 -1 -1 0.01 627.6 -1 -1 -1 
-1 66 61 -1 -1 -1 -1 -1 -1 0.01 172.6 -1 -1 -1 
-1 67 66 -1 -1 -1 -1 -1 -1 0.01 187.8 -1 -1 -1 
-1 68 73 -1 -1 -1 -1 -1 -1 0.01 191.8 -1 -1 -1 
-1 68 471 -1 -1 -1 -1 -1 -1 0.01 177.0 -1 -1 -1 
-1 68 472 -1 -1 -1 -1 -1 -1 0.01 155.9 -1 -1 -1 
-1 70 69 -1 -1 -1 -1 -1 -1 0.01 156.2 -1 -1 -1 
-1 71 84 -1 -1 -1 -1 -1 -1 0.01 484.9 -1 -1 -1 
-1 72 69 -1 -1 -1 -1 -1 -1 0.01 160.4 -1 -1 -1 
-1 74 110 -1 -1 -1 -1 -1 -1 0.01 197.9 -1 -1 -1 
-1 74 330 -1 -1 -1 -1 -1 -1 0.01 194.8 -1 -1 -1 
-1 75 76 -1 -1 -1 -1 -1 -1 0.01 176.3 -1 -1 -1 
-1 76 102 -1 -1 -1 -1 -1 -1 0.01 156.8 -1 -1 -1 
-1 77 88 -1 -1 -1 -1 -1 -1 0.01 170.6 -1 -1 -1 
-1 77 93 -1 -1 -1 -1 -1 -1 0.01 187.8 -1 -1 -1 
-1 78 100 -1 -1 -1 -1 -1 -1 0.01 179.6 -1 -1 -1 
-1 79 82 -1 -1 -1 -1 -1 -1 0.01 152.5 -1 -1 -1 
-1 79 92 -1 -1 -1 -1 -1 -1 0.01 135.2 -1 -1 -1 
-1 80 81 -1 -1 -1 -1 -1 -1 0.01 140.0 -1 -1 -1 
-1 80 100 -1 -1 -1 -1 -1 -1 0.01 151.8 -1 -1 -1 
